Open,High,Low,Close,Adj Close,Volume,Date,Daily Return,mean_returns_by_weekday
1469.25,1478.0,1438.3599853515625,1455.219970703125,1455.219970703125,931800000,2000-01-03,,
1455.219970703125,1455.219970703125,1397.4300537109375,1399.4200439453125,1399.4200439453125,1009000000,2000-01-04,-0.03834466807849768,
1399.4200439453125,1413.27001953125,1377.6800537109375,1402.1099853515625,1402.1099853515625,1085500000,2000-01-05,0.0019221829913671495,
1402.1099853515625,1411.9000244140625,1392.0999755859375,1403.449951171875,1403.449951171875,1092300000,2000-01-06,0.0009556781096431433,
1403.449951171875,1441.469970703125,1400.72998046875,1441.469970703125,1441.469970703125,1225200000,2000-01-07,0.027090399268961063,
1441.469970703125,1464.3599853515625,1441.469970703125,1457.5999755859375,1457.5999755859375,1064800000,2000-01-10,0.011189969413615053,
1457.5999755859375,1458.6600341796875,1434.4200439453125,1438.56005859375,1438.56005859375,1014000000,2000-01-11,-0.013062511876438365,
1438.56005859375,1442.5999755859375,1427.0799560546875,1432.25,1432.25,974600000,2000-01-12,-0.004386371327394056,
1432.25,1454.199951171875,1432.25,1449.6800537109375,1449.6800537109375,1030400000,2000-01-13,0.012169700618563484,
1449.6800537109375,1473.0,1449.6800537109375,1465.1500244140625,1465.1500244140625,1085900000,2000-01-14,0.010671299962722536,
1465.1500244140625,1465.1500244140625,1451.300048828125,1455.1400146484375,1455.1400146484375,1056700000,2000-01-18,-0.00683207152771137,
1455.1400146484375,1461.3900146484375,1448.6800537109375,1455.9000244140625,1455.9000244140625,1087800000,2000-01-19,0.0005222932212531894,
1455.9000244140625,1465.7099609375,1438.5400390625,1445.5699462890625,1445.5699462890625,1100700000,2000-01-20,-0.007095321074094607,
1445.5699462890625,1453.1800537109375,1439.5999755859375,1441.3599853515625,1441.3599853515625,1209800000,2000-01-21,-0.0029123190810015354,
1441.3599853515625,1454.0899658203125,1395.4200439453125,1401.530029296875,1401.530029296875,1115800000,2000-01-24,-0.027633593591799732,
1401.530029296875,1414.260009765625,1388.489990234375,1410.030029296875,1410.030029296875,1073700000,2000-01-25,0.006064800483985611,
1410.030029296875,1412.72998046875,1400.1600341796875,1404.0899658203125,1404.0899658203125,1117300000,2000-01-26,-0.00421272125638672,
1404.0899658203125,1418.8599853515625,1370.989990234375,1398.56005859375,1398.56005859375,1129500000,2000-01-27,-0.00393842799334565,
1398.56005859375,1398.56005859375,1356.199951171875,1360.1600341796875,1360.1600341796875,1095800000,2000-01-28,-0.027456829027902918,
1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,1394.4599609375,993800000,2000-01-31,0.025217566974388372,
1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,1409.280029296875,981000000,2000-02-01,0.01062781920924527,
1409.280029296875,1420.6099853515625,1403.489990234375,1409.1199951171875,1409.1199951171875,1038600000,2000-02-02,-0.00011355740261742575,
1409.1199951171875,1425.780029296875,1398.52001953125,1424.969970703125,1424.969970703125,1146500000,2000-02-03,0.011248137590027962,
1424.969970703125,1435.9100341796875,1420.6300048828125,1424.3699951171875,1424.3699951171875,1045100000,2000-02-04,-0.000421044371651913,
1424.3699951171875,1427.1500244140625,1413.3299560546875,1424.239990234375,1424.239990234375,918100000,2000-02-07,-9.127184878798822e-05,
1424.239990234375,1441.8299560546875,1424.239990234375,1441.719970703125,1441.719970703125,1047700000,2000-02-08,0.012273198750635705,
1441.719970703125,1444.550048828125,1411.6500244140625,1411.7099609375,1411.7099609375,1050500000,2000-02-09,-0.02081542211764542,
1411.699951171875,1422.0999755859375,1406.4300537109375,1416.8299560546875,1416.8299560546875,1058800000,2000-02-10,0.0036268038470079755,
1416.8299560546875,1416.8299560546875,1378.8900146484375,1387.1199951171875,1387.1199951171875,1025700000,2000-02-11,-0.02096932014356223,
1387.1199951171875,1394.9300537109375,1380.530029296875,1389.93994140625,1389.93994140625,927300000,2000-02-14,0.0020329505010301396,
1389.93994140625,1407.719970703125,1376.25,1402.050048828125,1402.050048828125,1092100000,2000-02-15,0.008712683952101452,
1402.050048828125,1404.550048828125,1385.5799560546875,1387.6700439453125,1387.6700439453125,1018800000,2000-02-16,-0.01025641338184169,
1387.6700439453125,1399.8800048828125,1380.0699462890625,1388.260009765625,1388.260009765625,1034800000,2000-02-17,0.0004251484874857603,
1388.260009765625,1388.5899658203125,1345.3199462890625,1346.0899658203125,1346.0899658203125,1042300000,2000-02-18,-0.030376185763956398,
1346.0899658203125,1358.1099853515625,1331.8800048828125,1352.1700439453125,1352.1700439453125,980000000,2000-02-22,0.0045168438064202565,
1352.1700439453125,1370.1099853515625,1342.43994140625,1360.68994140625,1360.68994140625,993700000,2000-02-23,0.006300906826835595,
1360.68994140625,1364.800048828125,1329.8800048828125,1353.4300537109375,1353.4300537109375,1215000000,2000-02-24,-0.005335445992795007,
1353.4300537109375,1362.1400146484375,1329.1500244140625,1333.3599853515625,1333.3599853515625,1065200000,2000-02-25,-0.01482903996726348,
1333.3599853515625,1360.8199462890625,1325.0699462890625,1348.050048828125,1348.050048828125,1026500000,2000-02-28,0.0110173273819143,
